host,ip,port,protocol,base_protocol,title,domain,server,link
cwsp.hrbcm.edu.cn:8090,123.166.117.66,8090,http,tcp,Apache Tomcat/9.0.75,hrbcm.edu.cn,,http://cwsp.hrbcm.edu.cn:8090
tyzx.tbjx.tj.edu.cn:9000,111.164.113.39,9000,http,tcp,Apache Tomcat/7.0.57,tj.edu.cn,Apache-Coyote/1.1,http://tyzx.tbjx.tj.edu.cn:9000
cwapi.bsuc.edu.cn,116.13.208.227,80,http,tcp,Apache Tomcat/9.0.87,bsuc.edu.cn,,http://cwapi.bsuc.edu.cn
psy.smxpt.edu.cn,125.219.160.247,80,http,tcp,,smxpt.edu.cn,nginx/1.24.0,http://psy.smxpt.edu.cn
https://archives.hfcfe.edu.cn,110.41.217.226,443,https,tcp,,hfcfe.edu.cn,CW,https://archives.hfcfe.edu.cn
https://cl.njpu.edu.cn,218.2.112.242,443,https,tcp,Apache Tomcat/9.0.86,njpu.edu.cn,,https://cl.njpu.edu.cn
archives.hfcfe.edu.cn,110.41.217.215,80,http,tcp,,hfcfe.edu.cn,CW,http://archives.hfcfe.edu.cn
https://pface.fzu.edu.cn,59.77.227.7,443,https,tcp,Apache Tomcat/8.5.98,fzu.edu.cn,nginx/1.24.0,https://pface.fzu.edu.cn
https://fkxt.appcasb.njxzc.edu.cn,210.29.144.93,443,https,tcp,Apache Tomcat/7.0.94,njxzc.edu.cn,,https://fkxt.appcasb.njxzc.edu.cn
jedu.dzvc.edu.cn,121.250.88.30,80,http,tcp,Apache Tomcat/7.0.85,dzvc.edu.cn,openresty,http://jedu.dzvc.edu.cn
fkxt.appcasb.njxzc.edu.cn,210.29.144.93,80,http,tcp,Apache Tomcat/7.0.94,njxzc.edu.cn,,http://fkxt.appcasb.njxzc.edu.cn
https://noa.tzc.edu.cn,122.226.131.210,443,https,tcp,Apache Tomcat - Error report,tzc.edu.cn,Apache-Coyote/1.1,https://noa.tzc.edu.cn
atmsms.cafuc.edu.cn,218.6.160.249,80,http,tcp,Apache Tomcat/8.5.96,cafuc.edu.cn,rump/d,http://atmsms.cafuc.edu.cn
https://sd.gwng.edu.cn,58.248.105.17,443,https,tcp,Apache Tomcat/8.5.91,gwng.edu.cn,,https://sd.gwng.edu.cn
wssp.bupt.edu.cn,114.255.40.166,80,http,tcp,Apache Tomcat/9.0.95,bupt.edu.cn,none,http://wssp.bupt.edu.cn
https://192-168-17-199.webvpn.sxufe.edu.cn,210.31.113.2,443,https,tcp,HTTP状态 500 - 内部服务器错误,sxufe.edu.cn,,https://192-168-17-199.webvpn.sxufe.edu.cn
https://health.lhvtc.edu.cn,222.21.160.66,443,https,tcp,Apache Tomcat,lhvtc.edu.cn,none,https://health.lhvtc.edu.cn
cggl.ynucm.edu.cn,210.40.176.244,80,http,tcp,Apache Tomcat/8.5.61,ynucm.edu.cn,none,http://cggl.ynucm.edu.cn
sszx.njau.edu.cn,202.195.242.84,80,http,tcp,Apache Tomcat/8.5.100,njau.edu.cn,none,http://sszx.njau.edu.cn
192-168-17-199.webvpn.sxufe.edu.cn,210.31.113.2,80,http,tcp,HTTP状态 500 - 内部服务器错误,sxufe.edu.cn,,http://192-168-17-199.webvpn.sxufe.edu.cn
party.czie.edu.cn,58.216.216.183,80,http,tcp,党建云平台,czie.edu.cn,none,http://party.czie.edu.cn
cwsp.nwafu.edu.cn,113.200.67.197,80,http,tcp,Apache Tomcat/9.0.87,nwafu.edu.cn,openresty,http://cwsp.nwafu.edu.cn
https://cwsp.nwafu.edu.cn,210.27.83.20,443,https,tcp,Apache Tomcat/9.0.87,nwafu.edu.cn,openresty,https://cwsp.nwafu.edu.cn
bmdp.njau.edu.cn,202.195.242.84,80,http,tcp,Apache Tomcat/9.0.34,njau.edu.cn,none,http://bmdp.njau.edu.cn
doortest.njau.edu.cn,202.195.242.84,80,http,tcp,Apache Tomcat/8.5.68,njau.edu.cn,none,http://doortest.njau.edu.cn
https://myvr.htu.edu.cn,210.42.249.148,443,https,tcp,Apache Tomcat/9.0.82,htu.edu.cn,rums/b,https://myvr.htu.edu.cn
cdn1.gkd.edu.cn:8082,42.247.44.130,8082,http,tcp,Apache Tomcat/7.0.93,gkd.edu.cn,Apache-Coyote/1.1,http://cdn1.gkd.edu.cn:8082
mb.gdust.edu.cn:8002,27.37.67.99,8002,http,tcp,Apache Tomcat/8.5.81,gdust.edu.cn,,http://mb.gdust.edu.cn:8002
pay.bhu.edu.cn:8082,210.47.178.145,8082,http,tcp,Apache Tomcat/8.5.54,bhu.edu.cn,,http://pay.bhu.edu.cn:8082
cwsp.jnxy.edu.cn:8080,219.218.160.177,8080,http,tcp,Apache Tomcat/9.0.87,jnxy.edu.cn,,http://cwsp.jnxy.edu.cn:8080
https://party.jxufe.edu.cn:8008,210.35.194.6,8008,https,tcp,Apache Tomcat/7.0.109,jxufe.edu.cn,Apache-Coyote/1.1,https://party.jxufe.edu.cn:8008
https://lx.jxufe.edu.cn:8008,210.35.194.6,8008,https,tcp,Apache Tomcat/7.0.109,jxufe.edu.cn,Apache-Coyote/1.1,https://lx.jxufe.edu.cn:8008
https://xylbim.buaa.edu.cn,219.239.227.66,443,https,tcp,403 Forbidden,buaa.edu.cn,none,https://xylbim.buaa.edu.cn
https://api.nju.edu.cn,219.219.115.212,443,https,tcp,Apache Tomcat/8.5.98,nju.edu.cn,,https://api.nju.edu.cn
api.nju.edu.cn,219.219.115.212,80,http,tcp,Apache Tomcat/8.5.98,nju.edu.cn,,http://api.nju.edu.cn
cw.swust.edu.cn:8080,202.115.170.32,8080,http,tcp,Apache Tomcat/9.0.73,swust.edu.cn,,http://cw.swust.edu.cn:8080
s.mmpt.edu.cn,125.90.95.149,80,http,tcp,Apache Tomcat/9.0.62,mmpt.edu.cn,openresty,http://s.mmpt.edu.cn
https://trans.jxufe.edu.cn:8008,210.35.194.6,8008,https,tcp,Apache Tomcat/7.0.109,jxufe.edu.cn,Apache-Coyote/1.1,https://trans.jxufe.edu.cn:8008
sl.cwu.edu.cn:8080,106.39.32.171,8080,http,tcp,Apache Tomcat/8.5.34,cwu.edu.cn,,http://sl.cwu.edu.cn:8080
car.cwu.edu.cn:8080,106.39.32.171,8080,http,tcp,Apache Tomcat/8.5.34,cwu.edu.cn,,http://car.cwu.edu.cn:8080
cwwx.gdit.edu.cn:8088,14.119.123.239,8088,http,tcp,Apache Tomcat/9.0.31,gdit.edu.cn,,http://cwwx.gdit.edu.cn:8088
tsxyxnfz.cqctcm.edu.cn,222.179.43.93,80,http,tcp,Apache Tomcat/10.1.15,cqctcm.edu.cn,,http://tsxyxnfz.cqctcm.edu.cn
ydzp.sju.edu.cn:8080,222.193.191.2,8080,http,tcp,,sju.edu.cn,******,http://ydzp.sju.edu.cn:8080
https://yxt.zufe.edu.cn:8443,202.101.187.90,8443,https,tcp,Apache Tomcat/5.5.28,zufe.edu.cn,Apache-Coyote/1.1,https://yxt.zufe.edu.cn:8443
gateway.htu.edu.cn:8080,210.42.241.151,8080,http,tcp,Apache Tomcat/,htu.edu.cn,,http://gateway.htu.edu.cn:8080
m.scbt.edu.cn,42.247.48.65,80,http,tcp,Apache Tomcat/8.0.47,scbt.edu.cn,none,http://m.scbt.edu.cn
jpkc.gkd.edu.cn:8082,42.247.44.130,8082,http,tcp,Apache Tomcat/7.0.93,gkd.edu.cn,Apache-Coyote/1.1,http://jpkc.gkd.edu.cn:8082
https://jxufesoftware.jxufe.edu.cn:8008,210.35.194.6,8008,https,tcp,Apache Tomcat/7.0.109,jxufe.edu.cn,Apache-Coyote/1.1,https://jxufesoftware.jxufe.edu.cn:8008
cwsp.lyu.edu.cn:8080,211.64.254.131,8080,http,tcp,Apache Tomcat/9.0.62,lyu.edu.cn,,http://cwsp.lyu.edu.cn:8080
opaclib.git.edu.cn:8081,117.187.34.135,8081,http,tcp,Apache Tomcat/9.0.88,git.edu.cn,,http://opaclib.git.edu.cn:8081
opaclib.git.edu.cn,117.187.34.135,80,http,tcp,,git.edu.cn,,http://opaclib.git.edu.cn
cwfw.suibe.edu.cn:8080,116.246.2.35,8080,http,tcp,Apache Tomcat,suibe.edu.cn,rums/b,http://cwfw.suibe.edu.cn:8080
jsjx.nhic.edu.cn:8080,121.201.110.58,8080,http,tcp,Apache Tomcat/8.5.78,nhic.edu.cn,,http://jsjx.nhic.edu.cn:8080
opac.hbmu.edu.cn:8081,218.197.51.33,8081,http,tcp,Apache Tomcat/8.5.100,hbmu.edu.cn,,http://opac.hbmu.edu.cn:8081
cwgl.jlau.edu.cn:8081,202.198.0.45,8081,http,tcp,Apache Tomcat/9.0.31,jlau.edu.cn,,http://cwgl.jlau.edu.cn:8081
pay.gzhxtc.edu.cn:8010,58.62.133.100,8010,http,tcp,Apache Tomcat/8.5.41,gzhxtc.edu.cn,,http://pay.gzhxtc.edu.cn:8010
pay8.bhu.edu.cn:8082,210.47.178.145,8082,http,tcp,Apache Tomcat/8.5.54,bhu.edu.cn,,http://pay8.bhu.edu.cn:8082
cwcw.sta.edu.cn:8080,117.131.12.73,8080,http,tcp,HTTP状态 404 - 未找到,sta.edu.cn,,http://cwcw.sta.edu.cn:8080
m.gdust.edu.cn:8002,27.37.67.99,8002,http,tcp,Apache Tomcat/8.5.81,gdust.edu.cn,,http://m.gdust.edu.cn:8002
https://idp.guat.edu.cn,202.193.96.25,443,https,tcp,Apache Tomcat/8.5.51,guat.edu.cn,none,https://idp.guat.edu.cn
smp.whsu.edu.cn:8080,218.197.66.91,8080,http,tcp,Apache Tomcat/8.5.82,whsu.edu.cn,,http://smp.whsu.edu.cn:8080
ding.sju.edu.cn:8080,222.193.191.2,8080,http,tcp,,sju.edu.cn,******,http://ding.sju.edu.cn:8080
ehall.htu.edu.cn:8080,117.158.94.221,8080,http,tcp,Apache Tomcat/,htu.edu.cn,,http://ehall.htu.edu.cn:8080
lx.htu.edu.cn:8080,117.158.94.221,8080,http,tcp,Apache Tomcat/,htu.edu.cn,,http://lx.htu.edu.cn:8080
bi.htu.edu.cn:8080,117.158.94.221,8080,http,tcp,Apache Tomcat/,htu.edu.cn,,http://bi.htu.edu.cn:8080
cwcslpt.xidian.edu.cn:8080,202.117.115.89,8080,http,tcp,Apache Tomcat/9.0.86,xidian.edu.cn,,http://cwcslpt.xidian.edu.cn:8080
res.nufe.edu.cn:8080,210.28.80.99,8080,http,tcp,Apache Tomcat/7.0.104,nufe.edu.cn,Apache-Coyote/1.1,http://res.nufe.edu.cn:8080
apis.nufe.edu.cn:8080,210.28.80.99,8080,http,tcp,Apache Tomcat/7.0.104,nufe.edu.cn,Apache-Coyote/1.1,http://apis.nufe.edu.cn:8080
mdm.nufe.edu.cn:8080,210.28.80.99,8080,http,tcp,Apache Tomcat/7.0.104,nufe.edu.cn,Apache-Coyote/1.1,http://mdm.nufe.edu.cn:8080
bpm.sdada.edu.cn:8080,124.128.249.200,8080,http,tcp,Apache Tomcat,sdada.edu.cn,nginx,http://bpm.sdada.edu.cn:8080
imp.nufe.edu.cn:8080,210.28.80.99,8080,http,tcp,Apache Tomcat/7.0.104,nufe.edu.cn,Apache-Coyote/1.1,http://imp.nufe.edu.cn:8080
ehallapp.whsu.edu.cn:8080,218.197.66.91,8080,http,tcp,Apache Tomcat/8.5.82,whsu.edu.cn,,http://ehallapp.whsu.edu.cn:8080
https://fr.sicfl.edu.cn,219.220.176.95,443,https,tcp,Apache Tomcat/8.5.40,sicfl.edu.cn,,https://fr.sicfl.edu.cn
imgapp.xpu.edu.cn:8080,202.200.206.121,8080,http,tcp,Apache Tomcat/8.5.78,xpu.edu.cn,,http://imgapp.xpu.edu.cn:8080
query.ynutcm.edu.cn:8081,210.40.176.216,8081,http,tcp,Apache Tomcat/8.5.99,ynutcm.edu.cn,,http://query.ynutcm.edu.cn:8081
daxt.hyit.edu.cn:8080,210.29.152.24,8080,http,tcp,Apache Tomcat/8.5.88,hyit.edu.cn,,http://daxt.hyit.edu.cn:8080
i.htu.edu.cn:8080,210.42.241.151,8080,http,tcp,Apache Tomcat/,htu.edu.cn,,http://i.htu.edu.cn:8080
smp.sdada.edu.cn:8080,124.128.249.200,8080,http,tcp,Apache Tomcat,sdada.edu.cn,nginx,http://smp.sdada.edu.cn:8080
apis.whsu.edu.cn:8080,218.197.66.91,8080,http,tcp,Apache Tomcat/8.5.82,whsu.edu.cn,,http://apis.whsu.edu.cn:8080
sjbd.sju.edu.cn:8080,222.193.191.2,8080,http,tcp,,sju.edu.cn,******,http://sjbd.sju.edu.cn:8080
app.xpu.edu.cn:8080,202.200.206.121,8080,http,tcp,Apache Tomcat/8.5.78,xpu.edu.cn,,http://app.xpu.edu.cn:8080
mdm.sdada.edu.cn:8080,124.128.249.200,8080,http,tcp,Apache Tomcat,sdada.edu.cn,nginx,http://mdm.sdada.edu.cn:8080
resource.sdada.edu.cn:8080,124.128.249.200,8080,http,tcp,Apache Tomcat,sdada.edu.cn,nginx,http://resource.sdada.edu.cn:8080
libtc.gdou.edu.cn:8899,210.38.138.8,8899,http,tcp,Apache Tomcat/8.5.81,gdou.edu.cn,,http://libtc.gdou.edu.cn:8899
apis.sdada.edu.cn:8080,124.128.249.200,8080,http,tcp,Apache Tomcat,sdada.edu.cn,nginx,http://apis.sdada.edu.cn:8080
https://oa.xhsysu.edu.cn,42.247.26.52,443,https,tcp,500 Internal Server Error,xhsysu.edu.cn,,https://oa.xhsysu.edu.cn
https://yx.zcmu.edu.cn,61.175.198.185,443,https,tcp,浙江中医药大学,zcmu.edu.cn,none,https://yx.zcmu.edu.cn
zcxt.qhu.edu.cn,210.27.177.252,80,http,tcp,Apache Tomcat/7.0.109,qhu.edu.cn,nginx/1.27.1,http://zcxt.qhu.edu.cn
https://zcxt.qhu.edu.cn,210.27.177.252,443,https,tcp,Apache Tomcat/7.0.109,qhu.edu.cn,nginx/1.27.1,https://zcxt.qhu.edu.cn
book.lib.kmust.edu.cn:8090,222.197.202.32,8090,http,tcp,Apache Tomcat/7.0.40,kmust.edu.cn,Apache-Coyote/1.1,http://book.lib.kmust.edu.cn:8090
10-200-17-56.wvpn.huat.edu.cn,61.183.20.22,80,http,tcp,Apache Tomcat/10.1.9,huat.edu.cn,,http://10-200-17-56.wvpn.huat.edu.cn
https://10-200-17-56.wvpn.huat.edu.cn,61.183.20.22,443,https,tcp,Apache Tomcat/10.1.9,huat.edu.cn,,https://10-200-17-56.wvpn.huat.edu.cn
https://fcapp.ksu.edu.cn,218.195.192.69,443,https,tcp,Apache Tomcat/8.5.61,ksu.edu.cn,none,https://fcapp.ksu.edu.cn
fcapp.ksu.edu.cn,218.195.192.69,80,http,tcp,Apache Tomcat/8.5.61,ksu.edu.cn,none,http://fcapp.ksu.edu.cn
https://xnscs.bupt.edu.cn,211.68.69.240,443,https,tcp,,bupt.edu.cn,none,https://xnscs.bupt.edu.cn
xnscs.bupt.edu.cn,211.68.69.240,80,http,tcp,,bupt.edu.cn,none,http://xnscs.bupt.edu.cn
https://bwc.cau.edu.cn,202.205.93.174,443,https,tcp,HTTP状态 404 - 未找到,cau.edu.cn,nginx,https://bwc.cau.edu.cn
https://fzghc.cau.edu.cn,202.205.93.174,443,https,tcp,HTTP状态 404 - 未找到,cau.edu.cn,nginx,https://fzghc.cau.edu.cn
https://clpt1.cau.edu.cn,202.205.93.174,443,https,tcp,HTTP状态 404 - 未找到,cau.edu.cn,nginx,https://clpt1.cau.edu.cn
https://tyg.cau.edu.cn,202.205.93.174,443,https,tcp,HTTP状态 404 - 未找到,cau.edu.cn,nginx,https://tyg.cau.edu.cn
https://ncoa.cau.edu.cn,202.205.93.174,443,https,tcp,HTTP状态 404 - 未找到,cau.edu.cn,nginx,https://ncoa.cau.edu.cn
eqtl-prediction.cdut.edu.cn,202.115.137.88,80,http,tcp,,cdut.edu.cn,******,http://eqtl-prediction.cdut.edu.cn
https://eqtl-prediction.cdut.edu.cn,202.115.137.88,443,https,tcp,,cdut.edu.cn,******,https://eqtl-prediction.cdut.edu.cn
show.nit.edu.cn:9090,218.87.41.20,9090,http,tcp,Apache Tomcat/8.0.52,nit.edu.cn,Apache-Coyote/1.1,http://show.nit.edu.cn:9090
xxds.nit.edu.cn:9090,218.87.41.20,9090,http,tcp,Apache Tomcat/8.0.52,nit.edu.cn,Apache-Coyote/1.1,http://xxds.nit.edu.cn:9090
zcdpc.nit.edu.cn:9090,218.87.41.20,9090,http,tcp,Apache Tomcat/8.0.52,nit.edu.cn,Apache-Coyote/1.1,http://zcdpc.nit.edu.cn:9090
wssp.ynou.edu.cn,182.245.146.12,80,http,tcp,Apache Tomcat/9.0.87,ynou.edu.cn,rums/d,http://wssp.ynou.edu.cn
https://wssp.ynou.edu.cn,182.245.146.12,443,https,tcp,Apache Tomcat/9.0.87,ynou.edu.cn,rums/d,https://wssp.ynou.edu.cn
yktmobilefacesrv.fjnu.edu.cn,121.14.7.16,80,http,tcp,404 Not Found,fjnu.edu.cn,openresty,http://yktmobilefacesrv.fjnu.edu.cn
https://yktmobilefacesrv.fjnu.edu.cn,121.14.7.13,443,https,tcp,404 Not Found,fjnu.edu.cn,openresty,https://yktmobilefacesrv.fjnu.edu.cn
https://ecard.jhun.edu.cn,210.42.72.105,443,https,tcp,Apache Tomcat/9.0.65,jhun.edu.cn,none,https://ecard.jhun.edu.cn
ecard.jhun.edu.cn,210.42.72.105,80,http,tcp,Apache Tomcat/9.0.65,jhun.edu.cn,none,http://ecard.jhun.edu.cn
cas.aku.edu.cn,59.74.48.82,80,http,tcp,Apache Tomcat,aku.edu.cn,none,http://cas.aku.edu.cn
https://openapi-zbhr.bjfu.edu.cn,202.204.123.27,443,https,tcp,Apache Tomcat/8.5.31,bjfu.edu.cn,nginx/1.18.0 (Ubuntu),https://openapi-zbhr.bjfu.edu.cn
tjfx.swmu.edu.cn:8080,125.68.187.192,8080,http,tcp,Apache Tomcat,swmu.edu.cn,,http://tjfx.swmu.edu.cn:8080
matu.uestc.edu.cn,121.48.165.91,80,http,tcp,aptat,uestc.edu.cn,Apache-Coyote/1.1,http://matu.uestc.edu.cn
yx.zcmu.edu.cn,61.175.198.185,80,http,tcp,,zcmu.edu.cn,none,http://yx.zcmu.edu.cn
cs-service.nju.edu.cn:8080,219.219.115.180,8080,http,tcp,HTTP Status 404 – Not Found,nju.edu.cn,,http://cs-service.nju.edu.cn:8080
https://vis.sysysb.ynu.edu.cn,113.55.13.95,443,https,tcp,Apache Tomcat/8.5.79,ynu.edu.cn,,https://vis.sysysb.ynu.edu.cn
https://zfbm.nuaa.edu.cn,218.94.136.180,443,https,tcp,Apache Tomcat/9.0.56,nuaa.edu.cn,none,https://zfbm.nuaa.edu.cn
uccsimsrv1.ucc.bjtu.edu.cn,202.205.99.183,80,http,tcp,Apache Tomcat/8.5.82,bjtu.edu.cn,,http://uccsimsrv1.ucc.bjtu.edu.cn
cw.qhit.edu.cn:8080,42.247.97.200,8080,http,tcp,Apache Tomcat/9.0.87,qhit.edu.cn,,http://cw.qhit.edu.cn:8080
jwky.btmc.edu.cn:8080,222.199.64.205,8080,http,tcp,Apache Tomcat/8.5.82,btmc.edu.cn,nginx,http://jwky.btmc.edu.cn:8080
https://cwxtcl.cqcet.edu.cn,125.84.158.253,443,https,tcp,Apache Tomcat/9.0.95,cqcet.edu.cn,rump/d,https://cwxtcl.cqcet.edu.cn
xlgl.wahvc.edu.cn,60.173.165.14,80,http,tcp,Apache Tomcat/8.5.34,wahvc.edu.cn,nginx,http://xlgl.wahvc.edu.cn
https://xlgl.wahvc.edu.cn,60.173.165.14,443,https,tcp,Apache Tomcat/8.5.34,wahvc.edu.cn,nginx,https://xlgl.wahvc.edu.cn
https://newbooks.lib.pku.edu.cn,2001:da8:201:1138::a269:8a7d,443,https,tcp,新书通报--北京大学图书馆,pku.edu.cn,,https://newbooks.lib.pku.edu.cn
cwyc.gxtcmu.edu.cn:8008,210.36.98.102,8008,http,tcp,Apache Tomcat/8.5.43,gxtcmu.edu.cn,,http://cwyc.gxtcmu.edu.cn:8008
qwyx.mdjnu.edu.cn:8999,218.9.55.111,8999,http,tcp,Apache Tomcat/8.5.100,mdjnu.edu.cn,,http://qwyx.mdjnu.edu.cn:8999
mjxt.cfec.edu.cn:8080,113.204.227.38,8080,http,tcp,Apache Tomcat/8.5.41,cfec.edu.cn,,http://mjxt.cfec.edu.cn:8080
hsxnfz.wtbu.edu.cn,111.172.107.52,80,http,tcp,武汉工商学院积木式CDIO污水处理工艺设计虚拟仿真实验教学项目,wtbu.edu.cn,nginx/1.26.1,http://hsxnfz.wtbu.edu.cn
wssp.scfai.edu.cn:8082,210.41.61.12,8082,http,tcp,Apache Tomcat/9.0.31,scfai.edu.cn,,http://wssp.scfai.edu.cn:8082
chailv.scfai.edu.cn:8082,210.41.61.101,8082,http,tcp,Apache Tomcat/9.0.31,scfai.edu.cn,,http://chailv.scfai.edu.cn:8082
https://zsj.cupk.edu.cn,42.247.21.39,443,https,tcp,Apache Tomcat/6.0.53 - Error report,cupk.edu.cn,Apache-Coyote/1.1,https://zsj.cupk.edu.cn
zsj.cupk.edu.cn,42.247.21.39,80,http,tcp,Apache Tomcat/6.0.53 - Error report,cupk.edu.cn,Apache-Coyote/1.1,http://zsj.cupk.edu.cn
yktyd.wbu.edu.cn,183.95.36.17,80,http,tcp,Apache Tomcat/9.0.88,wbu.edu.cn,,http://yktyd.wbu.edu.cn
vpn.cua.edu.cn:8081,112.26.138.211,8081,http,tcp,Apache Tomcat/9.0.31,cua.edu.cn,,http://vpn.cua.edu.cn:8081
oa.cua.edu.cn:8081,112.26.138.211,8081,http,tcp,Apache Tomcat/9.0.31,cua.edu.cn,,http://oa.cua.edu.cn:8081
https://idp.cuz.edu.cn,115.236.69.26,443,https,tcp,Apache Tomcat/8.5.63,cuz.edu.cn,Server Version 11.0,https://idp.cuz.edu.cn
idp.cuz.edu.cn,115.236.69.26,80,http,tcp,Apache Tomcat/8.5.63,cuz.edu.cn,,http://idp.cuz.edu.cn
https://jdycas.zbu.edu.cn,218.29.107.106,443,https,tcp,Apache Tomcat/7.0.72,zbu.edu.cn,rump/d,https://jdycas.zbu.edu.cn
jdycas.zbu.edu.cn,218.29.107.106,80,http,tcp,Apache Tomcat/7.0.72,zbu.edu.cn,rump/d,http://jdycas.zbu.edu.cn
https://wx.gkd.edu.cn,42.247.44.135,443,https,tcp,Apache Tomcat/9.0.41,gkd.edu.cn,,https://wx.gkd.edu.cn
wx.gkd.edu.cn,42.247.44.135,80,http,tcp,Apache Tomcat/9.0.41,gkd.edu.cn,,http://wx.gkd.edu.cn
zcgl.shcac.edu.cn:8888,101.35.130.114,8888,http,tcp,Apache Tomcat/8.5.99,shcac.edu.cn,,http://zcgl.shcac.edu.cn:8888
wcsys.scfai.edu.cn:8082,210.41.61.141,8082,http,tcp,Apache Tomcat/8.5.32,scfai.edu.cn,,http://wcsys.scfai.edu.cn:8082
dingxiu.nwupl.edu.cn,202.200.171.69,80,http,tcp,,nwupl.edu.cn,nginx/1.22.1,http://dingxiu.nwupl.edu.cn
oa.shmy.edu.cn:8060,58.34.71.43,8060,http,tcp,Apache Tomcat/8.5.61,shmy.edu.cn,,http://oa.shmy.edu.cn:8060
moa.wxu.edu.cn:8081,218.90.158.146,8081,http,tcp,Apache Tomcat/7.0.55,wxu.edu.cn,Apache-Coyote/1.1,http://moa.wxu.edu.cn:8081
www.wfitdb.wfit.edu.cn,42.247.13.28,80,http,tcp,Apache Tomcat/8.5.57,wfit.edu.cn,nginx,http://www.wfitdb.wfit.edu.cn
xyhglxt.hzxy.edu.cn,222.203.60.51,80,http,tcp,Apache Tomcat/9.0.68,hzxy.edu.cn,,http://xyhglxt.hzxy.edu.cn
clshxt.wit.edu.cn,218.199.183.187,80,http,tcp,Apache Tomcat/8.0.36,wit.edu.cn,nginx/1.16.1,http://clshxt.wit.edu.cn
https://kdsjgx.usth.edu.cn,222.171.146.19,443,https,tcp,Apache Tomcat/9.0.88,usth.edu.cn,,https://kdsjgx.usth.edu.cn
cwsp.lsnu.edu.cn,210.41.168.8,80,http,tcp,Apache Tomcat/9.0.93,lsnu.edu.cn,nginx,http://cwsp.lsnu.edu.cn
hqbx.jit.edu.cn,180.101.238.239,80,http,tcp,Apache Tomcat/7.0.92,jit.edu.cn,wisedu,http://hqbx.jit.edu.cn
jhcwcwsbz.cdutcm.edu.cn:8082,210.41.219.2,8082,http,tcp,Apache Tomcat/9.0.73,cdutcm.edu.cn,,http://jhcwcwsbz.cdutcm.edu.cn:8082
gfdxcykt.gdfz.edu.cn,121.37.247.159,80,http,tcp,Apache Tomcat/9.0.70,gdfz.edu.cn,nginx/1.24.0,http://gfdxcykt.gdfz.edu.cn
https://bwgpc.qdbhu.edu.cn,121.251.210.10,443,https,tcp,,qdbhu.edu.cn,,https://bwgpc.qdbhu.edu.cn
bwgpc.qdbhu.edu.cn,121.251.210.10,80,http,tcp,,qdbhu.edu.cn,,http://bwgpc.qdbhu.edu.cn
search.shmeea.edu.cn,180.169.96.99,80,http,tcp,Apache Tomcat,shmeea.edu.cn,,http://search.shmeea.edu.cn
tjdjg.tbjx.tj.edu.cn:9000,111.164.113.39,9000,http,tcp,Apache Tomcat/7.0.57,tj.edu.cn,Apache-Coyote/1.1,http://tjdjg.tbjx.tj.edu.cn:9000
wsbx.scfai.edu.cn:8082,210.41.61.141,8082,http,tcp,Apache Tomcat/8.5.32,scfai.edu.cn,,http://wsbx.scfai.edu.cn:8082
tk.dmuzs.edu.cn:8080,118.202.255.55,8080,http,tcp,Apache Tomcat/8.5.76,dmuzs.edu.cn,,http://tk.dmuzs.edu.cn:8080
xalxx.tbjx.tj.edu.cn:9000,111.164.113.39,9000,http,tcp,Apache Tomcat/7.0.57,tj.edu.cn,Apache-Coyote/1.1,http://xalxx.tbjx.tj.edu.cn:9000
commonbaserest.tbjx.tj.edu.cn:9000,111.164.113.39,9000,http,tcp,Apache Tomcat/7.0.57,tj.edu.cn,Apache-Coyote/1.1,http://commonbaserest.tbjx.tj.edu.cn:9000
idp.xyu.edu.cn,2001:da8:5056:1502::204,80,http,tcp,Apache Tomcat/8.5.84,xyu.edu.cn,rums/b,http://idp.xyu.edu.cn
rszjps.nufe.edu.cn:8080,210.28.80.99,8080,http,tcp,Apache Tomcat/7.0.104,nufe.edu.cn,Apache-Coyote/1.1,http://rszjps.nufe.edu.cn:8080
commonold.tbjx.tj.edu.cn:9000,111.164.113.39,9000,http,tcp,Apache Tomcat/7.0.57,tj.edu.cn,Apache-Coyote/1.1,http://commonold.tbjx.tj.edu.cn:9000
wxpt.ahjzu.edu.cn,219.231.15.51,80,http,tcp,Apache Tomcat/8.0.53,ahjzu.edu.cn,Apache-Coyote/1.1,http://wxpt.ahjzu.edu.cn
jhcwcapp.zjhu.edu.cn,61.153.52.77,80,http,tcp,HTTP Status 404 – Not Found,zjhu.edu.cn,nginx/1.17.4,http://jhcwcapp.zjhu.edu.cn
wsqp.uzz.edu.cn:8080,210.44.232.76,8080,http,tcp,Apache Tomcat/9.0.87,uzz.edu.cn,,http://wsqp.uzz.edu.cn:8080
https://1ktbu.xzhmu.edu.cn,49.81.52.25,443,https,tcp,Apache Tomcat/8.5.90,xzhmu.edu.cn,,https://1ktbu.xzhmu.edu.cn
fzsx.nwupl.edu.cn,202.200.173.4,80,http,tcp,陕西政治政府建设评估数据系统平台,nwupl.edu.cn,,http://fzsx.nwupl.edu.cn
libwx.njau.edu.cn,202.195.243.77,80,http,tcp,南农图书馆微信平台V2.0,njau.edu.cn,,http://libwx.njau.edu.cn
https://wxpay.dhu.edu.cn,219.228.76.73,443,https,tcp,Apache Tomcat/9.0.87,dhu.edu.cn,,https://wxpay.dhu.edu.cn
